,date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings,Date,State,Dead,Injured,Total,Description
123,1991-02,134.8,9.365,6.6,442.5868421052632,6814.0,3866.7,8.8,2019-09,California,1,4,5,"An argument escalated between two men outside a Laurel District bar, leading to a man killed and three men and a woman injured."
123,1991-02,134.8,9.365,6.6,442.5868421052632,6814.0,3866.7,8.8,2018-07,California,2,4,6,Two people were killed and six were injured in a drive-by shooting by a liquor store.
123,1991-02,134.8,9.365,6.6,442.5868421052632,6814.0,3866.7,8.8,2020-04,Georgia,1,5,6,"A fight broke out between two women inside a store and shortly after three men arrived with guns and entered the store. The men opened fire, and customers returned fire, with one man killed and three adults and two juveniles injured."
123,1991-02,134.8,9.365,6.6,442.5868421052632,6814.0,3866.7,8.8,2021-10,Arkansas,1,7,8,"Gunfire erupted at a party hall wounding eleven and killing one, responding police opened fire on a man holding a gun and wounded him."
123,1991-02,134.8,9.365,6.6,442.5868421052632,6814.0,3866.7,8.8,2022-04,Georgia,0,4,4,"An argument between two men at a bar escalated, with them opening fire on each other and wounding one another. Two bystanders were also shot."
124,1991-03,134.8,9.5,6.8,469.101,6824.9,3913.0,8.0,2019-09,Ohio,0,4,4,A feud between two men led to four people being injured after it escalated in the North Fairmont neighborhood.
124,1991-03,134.8,9.5,6.8,469.101,6824.9,3913.0,8.0,2018-07,Illinois,0,4,4,Three children and an adult were injured in a shooting.
124,1991-03,134.8,9.5,6.8,469.101,6824.9,3913.0,8.0,2020-03,California,1,3,4,A nine-year-old girl was killed and two adults and a six-year-old girl were wounded at a Del Paso Heights park. They were part of a family gathering when a gunman drove up and opened fire.
124,1991-03,134.8,9.5,6.8,469.101,6824.9,3913.0,8.0,2021-10,Mississippi,3,3,6,Three people were killed and three injured after a man opened fire inside a night club.
124,1991-03,134.8,9.5,6.8,469.101,6824.9,3913.0,8.0,2022-04,New York,1,4,5,"Shortly after midnight, five people were shot, one fatally, in the Armory Square neighborhood."
125,1991-04,135.1,9.4925,6.7,496.3190909090909,6851.7,3907.1,8.6,2019-12,New Mexico,1,3,4,One person was killed and three others injured at a local apartment complex.
125,1991-04,135.1,9.4925,6.7,496.3190909090909,6851.7,3907.1,8.6,2018-07,Texas,5,0,5,"A man killed his father and stepmother, as well as their adopted son and his stepmother's son, before killing himself in a murder–suicide at a nursing home."
125,1991-04,135.1,9.4925,6.7,496.3190909090909,6851.7,3907.1,8.6,2020-03,Tennessee,0,5,5,At least five people were wounded in an early morning shooting at a house party. An argument had broken out and escalated into gun fire.
125,1991-04,135.1,9.4925,6.7,496.3190909090909,6851.7,3907.1,8.6,2021-10,Texas,1,3,4,Four people were wounded in the parking lot of a club in the early morning. One of the wounded died two days later.
125,1991-04,135.1,9.4925,6.7,496.3190909090909,6851.7,3907.1,8.6,2022-04,California,2,2,4,"A group of people approached another group and opened fire, killing two and wounding two others in the Pacific neighborhood."
126,1991-05,135.6,9.472,6.9,490.9336363636364,6852.9,3933.2,8.4,2019-12,New Mexico,4,2,6,"Two adults, a 16-year-old girl, and a 17-year-old boy were killed and two others injured in a mobile home park."
126,1991-05,135.6,9.472,6.9,490.9336363636364,6852.9,3933.2,8.4,2018-07,Ohio,1,6,7,One person was killed and six were injured in a shootout involving multiple gunmen at a bar after the filming of a rap music video.
126,1991-05,135.6,9.472,6.9,490.9336363636364,6852.9,3933.2,8.4,2020-02,Washington,0,4,4,A seventeen-year-old girl and three others were wounded in an evening shooting in Rainier Valley.
126,1991-05,135.6,9.472,6.9,490.9336363636364,6852.9,3933.2,8.4,2021-10,Alabama,0,5,5,Five people were wounded at a high school football game.
126,1991-05,135.6,9.472,6.9,490.9336363636364,6852.9,3933.2,8.4,2022-04,Kansas,1,3,4,"Police officers responding to reports of a suspicious vehicle found a woman inside a Jeep, who refused to cooperate with officers. She then pulled out a gun when officers attempted to remove her from the vehicle and opened fire, wounding three officers before being fatally shot."
127,1991-06,136.0,9.615,6.9,490.375,6888.5,3940.5,8.9,2019-10,Illinois,0,4,4,Three young adult males and a 17-year-old boy were injured in the back of a house in the West Town neighborhood.
127,1991-06,136.0,9.615,6.9,490.375,6888.5,3940.5,8.9,2018-07,California,2,2,4,"A gunman shot at a moving car, killing two occupants and injuring the other two."
127,1991-06,136.0,9.615,6.9,490.375,6888.5,3940.5,8.9,2020-02,Louisiana,0,4,4,Four people were wounded in a shooting in the Central Business District. Victims ran away from the original scene causing officers to believe there were more shootings than actual.
127,1991-06,136.0,9.615,6.9,490.375,6888.5,3940.5,8.9,2021-10,Minnesota,1,4,5,Responding police found five people wounded in Ventura Village. One of the wounded later died at the hospital.
127,1991-06,136.0,9.615,6.9,490.375,6888.5,3940.5,8.9,2022-12,New York,1,3,4,"Four people were shot, one fatally, in the Allerton neighborhood of The Bronx."
128,1991-07,136.2,9.575,6.8,489.3686363636364,6875.2,3966.0,8.2,2019-08,Louisiana,1,3,4,A woman shot and killed one woman and injured three others after a continuation of an argument escalated.
128,1991-07,136.2,9.575,6.8,489.3686363636364,6875.2,3966.0,8.2,2018-07,Texas,0,6,6,Six people were injured in a drive-by shooting.
128,1991-07,136.2,9.575,6.8,489.3686363636364,6875.2,3966.0,8.2,2020-01,Michigan,0,5,5,Two women and three men were wounded in a shooting shortly before midnight in a rental hall.
128,1991-07,136.2,9.575,6.8,489.3686363636364,6875.2,3966.0,8.2,2021-12,Florida,1,5,6,A man was killed and three others wounded after two shooters opened fire on a Naples Park home. The shooters were also wounded.
128,1991-07,136.2,9.575,6.8,489.3686363636364,6875.2,3966.0,8.2,2022-12,New York,0,10,10,"2022 New York City Subway attack: Ten people were shot when a gunman motivated by black supremacy opened fire on a New York City Subway train as it approached the 36th Street station in the Sunset Park neighborhood. Immediately before the attack, the assailant donned a gas mask and threw smoke bombs. The incident caused 19 others to be injured as they fled. The suspect was arrested the next day."
129,1991-08,136.6,9.244,6.9,513.2509090909091,6891.4,3969.1,8.6,2019-08,South Carolina,2,3,5,"Two men were killed and three other individuals injured at a local convenience store, in the early morning."
129,1991-08,136.6,9.244,6.9,513.2509090909091,6891.4,3969.1,8.6,2018-07,Louisiana,0,4,4,Four people were injured when a truck pulled up beside a car and one or more of its occupants began shooting. A suspect was arrested.
129,1991-08,136.6,9.244,6.9,513.2509090909091,6891.4,3969.1,8.6,2020-09,North Carolina,0,4,4,Four North Carolina A&T State University students were wounded in an off-campus apartment complex.
129,1991-08,136.6,9.244,6.9,513.2509090909091,6891.4,3969.1,8.6,2021-12,Mississippi,3,1,4,Three adults were killed in a home and an infant was found wounded.
129,1991-08,136.6,9.244,6.9,513.2509090909091,6891.4,3969.1,8.6,2022-10,California,2,4,6,"First responders found two men dead, and four others injured, after a shooting."
130,1991-09,137.0,9.0075,6.9,520.5595,6910.5,3984.7,8.8,2019-07,North Carolina,3,1,4,"A husband, wife and their five-year-old son were killed while the grandmother was injured in a targeted attack."
130,1991-09,137.0,9.0075,6.9,520.5595,6910.5,3984.7,8.8,2018-07,Illinois,0,5,5,Five people were wounded when someone began firing at them while they stood on a sidewalk.
130,1991-09,137.0,9.0075,6.9,520.5595,6910.5,3984.7,8.8,2020-09,Wisconsin,0,7,7,Seven people were shot at a funeral home.
130,1991-09,137.0,9.0075,6.9,520.5595,6910.5,3984.7,8.8,2021-11,Georgia,0,6,6,"Three wounded were found by responding officers, a fourth flagged down officers and two others were found at local hospitals."
130,1991-09,137.0,9.0075,6.9,520.5595,6910.5,3984.7,8.8,2022-10,Iowa,2,10,12,"A targeted shooting at a nightclub wounded ten, and killed two, after two men opened fire in the Oakhill Jackson neighborhood."
131,1991-10,137.2,8.855,7.0,528.9239130434784,6921.1,3976.0,9.3,2019-04,Louisiana,2,2,4,"A man and a seven-year-old girl were killed, and another man and a 11-year-old boy were injured after an argument apparently escalated."
131,1991-10,137.2,8.855,7.0,528.9239130434784,6921.1,3976.0,9.3,2018-07,Maryland,0,4,4,Four people were wounded in a shooting.
131,1991-10,137.2,8.855,7.0,528.9239130434784,6921.1,3976.0,9.3,2020-09,Florida,0,4,4,Two men and two women were wounded inside an apartment with no signs of a break-in.
131,1991-10,137.2,8.855,7.0,528.9239130434784,6921.1,3976.0,9.3,2021-10,South Carolina,2,3,5,Two people were killed and three injured in a shooting near a nightclub.
131,1991-10,137.2,8.855,7.0,528.9239130434784,6921.1,3976.0,9.3,2022-10,Louisiana,0,4,4,"Police found three people shot at two related shootings, after a  victim flagged down a police cruiser."
132,1991-11,137.8,8.712,7.0,536.5835,6932.2,4003.6,9.0,2019-04,Florida,0,4,4,Three adults and a child were wounded in a shooting.
132,1991-11,137.8,8.712,7.0,536.5835,6932.2,4003.6,9.0,2018-07,Illinois,2,5,7,Two people were killed and five injured when they were shot by four gunmen in a park.
132,1991-11,137.8,8.712,7.0,536.5835,6932.2,4003.6,9.0,2020-09,Pennsylvania,0,5,5,Five men were wounded shortly before midnight while standing on a porch in the Logan section of the city.
132,1991-11,137.8,8.712,7.0,536.5835,6932.2,4003.6,9.0,2021-10,Minnesota,1,14,15,One person was killed and 14 injured in a shootout at a bar.
132,1991-11,137.8,8.712,7.0,536.5835,6932.2,4003.6,9.0,2022-10,Indiana,1,5,6,"A fight at a birthday party being held at an event venue erupted into gunfire, with five people being injured, and another person being killed, both in and outside the building."
133,1991-12,138.2,8.4975,7.3,544.1009523809524,6995.7,4020.5,9.7,2019-02,Alabama,5,0,5,A 14-year-old boy shot dead five family members – two adults and three children – in an Alabama residence. He confessed the crime to the police.
133,1991-12,138.2,8.4975,7.3,544.1009523809524,6995.7,4020.5,9.7,2018-07,Washington,1,4,5,One person was killed and four were injured after a shooter opened fire into a backyard party.
133,1991-12,138.2,8.4975,7.3,544.1009523809524,6995.7,4020.5,9.7,2020-09,Ohio,2,2,4,Two men were killed and two wounded in an afternoon shooting. The men were recording a music video and got into an argument with another group which escalated.
133,1991-12,138.2,8.4975,7.3,544.1009523809524,6995.7,4020.5,9.7,2021-10,Iowa,0,4,4,Four bystanders were wounded at an after hours club  in an early morning targeted shooting.
133,1991-12,138.2,8.4975,7.3,544.1009523809524,6995.7,4020.5,9.7,2022-10,Illinois,1,5,6,"An early morning shooting at a gathering being held at an apartment complex killed one, and injured five."
134,1992-01,138.3,8.432,7.3,615.7340909090909,7065.3,4084.7,9.4,2019-02,Illinois,0,4,4,Four men were wounded in a drive-by shooting outside of a CTA Green Line station in Washington Park.
134,1992-01,138.3,8.432,7.3,615.7340909090909,7065.3,4084.7,9.4,2018-07,New Jersey,0,4,4,Four people were wounded when three gunmen began shooting at them at a restaurant.
134,1992-01,138.3,8.432,7.3,615.7340909090909,7065.3,4084.7,9.4,2020-09,Michigan,0,6,6,Four men and two women were injured in an early morning shooting after a large crowd had congregated outside a Gentleman's club in the city's southwest side.
134,1992-01,138.3,8.432,7.3,615.7340909090909,7065.3,4084.7,9.4,2021-10,Illinois,1,4,5,A man was killed and four others injured in an early morning drive-by outside a Wicker Park nightclub.
134,1992-01,138.3,8.432,7.3,615.7340909090909,7065.3,4084.7,9.4,2022-09,Washington D.C.,0,4,4,"A shooting carried out by two men across multiple blocks wounded four, including two teenagers."
135,1992-02,138.6,8.7625,7.4,632.0484210526316,7097.8,4099.5,9.8,2019-02,North Carolina,2,2,4,Two men were killed and a woman and small child injured during a home invasion.
135,1992-02,138.6,8.7625,7.4,632.0484210526316,7097.8,4099.5,9.8,2018-07,Oklahoma,0,4,4,"Four people were wounded when shots were fired during a large fight in an apartment complex. Four people were arrested on other charges, but the shooter or shooters were not identified."
135,1992-02,138.6,8.7625,7.4,632.0484210526316,7097.8,4099.5,9.8,2020-09,Tennessee,0,4,4,"Four people were wounded near an intersection in the afternoon after an argument escalated. The gunman walked away to his vehicle, retrieved a pistol, opened fire, and drove away."
135,1992-02,138.6,8.7625,7.4,632.0484210526316,7097.8,4099.5,9.8,2021-10,Delaware,1,4,5,A man was killed and four others wounded after a drive-by shooting at a house party in the early morning.
135,1992-02,138.6,8.7625,7.4,632.0484210526316,7097.8,4099.5,9.8,2022-09,Texas,1,3,4,"A fight inside a bar in the Wingate neighborhood spilled outside, where multiple men pulled out firearms and opened fire at each other, resulting in the death of one man, and injuries to three others."
136,1992-03,139.1,8.935,7.4,619.5990909090909,7105.5,4117.0,9.7,2019-01,North Carolina,0,4,4,Four people were shot at a private party at a Moose Lodge.
136,1992-03,139.1,8.935,7.4,619.5990909090909,7105.5,4117.0,9.7,2018-07,Florida,2,4,6,Two people were killed and four others were injured when a gunman began shooting at them while they were standing in a yard.
136,1992-03,139.1,8.935,7.4,619.5990909090909,7105.5,4117.0,9.7,2020-09,Ohio,0,4,4,"A man shot and wounded four people shortly before midnight, with one victim discovered in a vehicle by police."
136,1992-03,139.1,8.935,7.4,619.5990909090909,7105.5,4117.0,9.7,2021-09,Texas,0,4,4,Three 18-year-olds and a 16-year-old were wounded in South Dallas.
136,1992-03,139.1,8.935,7.4,619.5990909090909,7105.5,4117.0,9.7,2022-09,Florida,0,4,4,Four people were shot outside a convenience store in the Model City neighborhood during the early morning.
137,1992-04,139.4,8.8525,7.4,582.7904761904762,7126.8,4131.5,9.9,2019-01,Alabama,0,7,7,Six adult males and a 15-year-old boy were wounded outside a kindergarten after an argument over a Lanett vs. Lafayette football game escalated.
137,1992-04,139.4,8.8525,7.4,582.7904761904762,7126.8,4131.5,9.9,2018-07,Pennsylvania,1,4,5,Two gunmen killed one person and injured four others.
137,1992-04,139.4,8.8525,7.4,582.7904761904762,7126.8,4131.5,9.9,2020-09,California,1,3,4,A nineteen-year-old was killed and three others injured in an evening shooting.
137,1992-04,139.4,8.8525,7.4,582.7904761904762,7126.8,4131.5,9.9,2021-09,New York,1,6,7,Responding officers found one man deceased and six wounded were later found in local hospitals.
137,1992-04,139.4,8.8525,7.4,582.7904761904762,7126.8,4131.5,9.9,2022-07,Mississippi,4,0,4,"A man fatally shot his estranged wife, a relative, and another person in a home before shooting himself."
138,1992-05,139.7,8.672,7.6,581.473,7161.1,4158.4,9.9,2019-01,Connecticut,0,4,4,Three men and a 17-year-old boy were wounded in a shooting.
138,1992-05,139.7,8.672,7.6,581.473,7161.1,4158.4,9.9,2018-07,District of Columbia,1,4,5,"Masked men drove up in a car and began shooting into a crowd, killing a ten-year-old girl and injuring three others. Three people were arrested in relation to the shooting."
138,1992-05,139.7,8.672,7.6,581.473,7161.1,4158.4,9.9,2020-09,Pennsylvania,0,4,4,"Two teens, aged fifteen and sixteen-years-old and two adults were wounded just before midnight at a block party in West Philadelphia. The teens and one adult had been leaving the party when the gunman opened fire."
138,1992-05,139.7,8.672,7.6,581.473,7161.1,4158.4,9.9,2021-09,Colorado,1,3,4,Responding officers found one man killed and three wounded.
138,1992-05,139.7,8.672,7.6,581.473,7161.1,4158.4,9.9,2022-06,Pennsylvania,1,3,4,"A man shot two women in the Frankford neighborhood before being pursued by police to an apartment building, where he barricaded himself inside and engaged in a gunfight with police. The man wounded a SEPTA police officer before fatally shooting himself."
139,1992-06,140.1,8.51,7.8,566.6586363636364,7191.7,4177.1,10.1,2019-01,Ohio,0,4,4,Four people were found shot in the early morning.
139,1992-06,140.1,8.51,7.8,566.6586363636364,7191.7,4177.1,10.1,2018-07,Colorado,0,4,4,Four people were wounded during a shooting following a fight at a party.
139,1992-06,140.1,8.51,7.8,566.6586363636364,7191.7,4177.1,10.1,2020-09,Alabama,1,3,4,One man died and three others injured after someone opened fire on an early morning party in an apartment complex parking lot.
139,1992-06,140.1,8.51,7.8,566.6586363636364,7191.7,4177.1,10.1,2021-09,Louisiana,2,4,6,Two people were killed and three others wounded after a man went on a multi-parish shooting spree. He was later arrested with a self-inflicted gunshot wound and a dog bite.
139,1992-06,140.1,8.51,7.8,566.6586363636364,7191.7,4177.1,10.1,2022-04,Connecticut,1,3,4,"Four people were shot, one of them fatally, in the Clay Arsenal neighborhood."
140,1992-07,140.5,8.128,7.7,568.7168181818182,7187.0,4204.8,9.6,2019-08,Texas,8,25,33,"Midland–Odessa shooting: Eight people were killed, including the perpetrator, and 25 were wounded when a gunman opened fire on police and civilians after fleeing from a traffic stop."
140,1992-07,140.5,8.128,7.7,568.7168181818182,7187.0,4204.8,9.6,2018-07,Tennessee,0,5,5,Five people were injured when a shooter fired into a group of people gathered in a parking lot outside a club.
140,1992-07,140.5,8.128,7.7,568.7168181818182,7187.0,4204.8,9.6,2020-09,Iowa,2,6,8,Two people were killed and six injured in a shooting at a motorcycle club where over 100 people had gathered. Four others suffered injuries from broken glass and debris while fleeing from the gunfire.
140,1992-07,140.5,8.128,7.7,568.7168181818182,7187.0,4204.8,9.6,2021-08,Maryland,0,4,4,Four men were wounded in Southeast Baltimore in the afternoon.
140,1992-07,140.5,8.128,7.7,568.7168181818182,7187.0,4204.8,9.6,2022-04,Kentucky,0,4,4,"A large fight involving multiple juveniles erupted into gunfire. A shooter wounded three juveniles, and an adult man."
141,1992-08,140.8,7.975,7.6,568.9971428571429,7212.8,4220.9,9.7,2019-08,North Carolina,1,3,4,A man was killed and three others were injured at a University of North Carolina at Charlotte off-campus apartment complex.
141,1992-08,140.8,7.975,7.6,568.9971428571429,7212.8,4220.9,9.7,2018-07,Maryland,0,4,4,Four people were injured in a shooting.
141,1992-08,140.8,7.975,7.6,568.9971428571429,7212.8,4220.9,9.7,2020-09,Illinois,0,4,4,Two men and two women were injured in an early morning drive-by shooting in Marquette Park on the Southwest Side.
141,1992-08,140.8,7.975,7.6,568.9971428571429,7212.8,4220.9,9.7,2021-08,"Washington, D.C.",1,3,4,"Responding police discovered a deceased man and another wounded, with two more identified at local hospitals."
141,1992-08,140.8,7.975,7.6,568.9971428571429,7212.8,4220.9,9.7,2022-03,California,2,2,4,"Four people were shot, two fatally, near a playground in the Crocker-Amazon neighborhood."
142,1992-09,141.1,7.9225,7.6,580.6809523809524,7179.5,4255.3,8.7,2019-08,Maryland,0,4,4,Four people were injured after an argument escalated.
142,1992-09,141.1,7.9225,7.6,580.6809523809524,7179.5,4255.3,8.7,2018-07,Virginia,1,3,4,One person was killed and three people were wounded in a shooting outside a nightclub in Scott's Addition.
142,1992-09,141.1,7.9225,7.6,580.6809523809524,7179.5,4255.3,8.7,2020-09,Pennsylvania,0,4,4,Four teenagers aged between seventeen and nineteen-years-old were injured in a late night shooting in the Frankford section of the city.
142,1992-09,141.1,7.9225,7.6,580.6809523809524,7179.5,4255.3,8.7,2021-07,Wisconsin,3,1,4,Three adults were killed and another wounded after two men came back thirty minutes after an argument over parking and opened fire.
142,1992-09,141.1,7.9225,7.6,580.6809523809524,7179.5,4255.3,8.7,2022-03,California,6,12,18,"2022 Sacramento shooting: A shootout between the Crips and Bloods, and the Bloods' local ally the G-Mobb gang, ended with one member of each gang being killed, and one Crips member being injured. Three bystanders were killed, while another eleven were wounded."
143,1992-10,141.7,8.088,7.3,585.0118181818182,7133.6,4284.7,8.0,2019-08,Alabama,0,10,10,"Ten people, ranging in age from 15 to 18, were injured at a high school football game after a fight escalated."
143,1992-10,141.7,8.088,7.3,585.0118181818182,7133.6,4284.7,8.0,2018-12,Tennessee,0,5,5,Five people were wounded in a shooting near a community center. Police believe the shooting was spurred by an earlier fight over a dice game.
143,1992-10,141.7,8.088,7.3,585.0118181818182,7133.6,4284.7,8.0,2020-09,Georgia,1,3,4,A woman was killed and her mother and young child were injured when a man entered the home and shot. He shot and injured an additional woman while carjacking her in an attempt to flee.
143,1992-10,141.7,8.088,7.3,585.0118181818182,7133.6,4284.7,8.0,2021-07,Illinois,0,4,4,Two teenagers and two adults were wounded in the early morning after someone opened fire on another car on the Near North Side.
143,1992-10,141.7,8.088,7.3,585.0118181818182,7133.6,4284.7,8.0,2022-03,Arkansas,2,2,4,"A man opened fire inside a home in Parkin, killing one and wounding another. Responding police spotted him as he drove west away from the scene, leading to a chase that ended in Wynne, where he engaged in a gunfight, wounding a police officer before being fatally shot."
144,1992-11,142.1,8.305,7.4,630.8635,7144.5,4300.5,8.0,2019-08,Maryland,1,3,4,A woman was killed and three others were injured in a possible retaliation to a previous stabbing.
144,1992-11,142.1,8.305,7.4,630.8635,7144.5,4300.5,8.0,2018-11,Texas,0,4,4,Four people were injured in a drive-by shooting while they were inside their car at restaurant.
144,1992-11,142.1,8.305,7.4,630.8635,7144.5,4300.5,8.0,2020-09,Minnesota,0,5,5,Three men and two women were injured outside a bar early in the morning after an argument escalated. The bar was the scene of another mass shooting in June were a man died and six were injured.
144,1992-11,142.1,8.305,7.4,630.8635,7144.5,4300.5,8.0,2021-07,Wisconsin,0,5,5,Five people were wounded when a police officer opened fire on an armed suspect who returned fire before he fled the area.
144,1992-11,142.1,8.305,7.4,630.8635,7144.5,4300.5,8.0,2022-03,New York,0,4,4,Four people were shot as they left a party in the Willert Park neighborhood in the early morning.
145,1992-12,142.3,8.206,7.4,661.2804545454545,7399.0,4336.4,10.6,2019-08,Maryland,1,3,4,"A 16-year-old boy was killed, while two teen boys – a 14-year-old and 15-year-old – and an adult woman were injured."
145,1992-12,142.3,8.206,7.4,661.2804545454545,7399.0,4336.4,10.6,2018-11,Florida,0,4,4,"Gunmen injured four people—two inside a mobile home, and two in separate vehicles outside of the home."
145,1992-12,142.3,8.206,7.4,661.2804545454545,7399.0,4336.4,10.6,2020-09,Ohio,1,4,5,"A man barged into a home in the early morning and opened fire, wounding four adults and killing a four-year-old child. The child reportedly was held by his mother when the man opened fire and was struck and killed in her arms."
145,1992-12,142.3,8.206,7.4,661.2804545454545,7399.0,4336.4,10.6,2021-06,Maryland,1,5,6,A woman was killed and five people were wounded in East Baltimore.
145,1992-12,142.3,8.206,7.4,661.2804545454545,7399.0,4336.4,10.6,2022-03,Texas,1,15,16,"During a concert just after midnight, a person fired a shot into the air, and immediately afterward, another person opened fire into the crowd of concertgoers. Sixteen people were shot, including three teenagers, and one person died."
146,1993-01,142.8,7.9925,7.3,691.1345,7237.6,4340.7,8.6,2019-08,Florida,4,0,4,"A man killed his wife, mother-in-law, and one of his three-year-old twin daughters before committing suicide."
146,1993-01,142.8,7.9925,7.3,691.1345,7237.6,4340.7,8.6,2018-09,Delaware,5,0,5,A man killed his wife and three children in their home before killing himself in a murder–suicide.
146,1993-01,142.8,7.9925,7.3,691.1345,7237.6,4340.7,8.6,2020-09,New York,0,4,4,Two women were discovered wounded in front of a house in Queens by police. Two men arrived at the hospital by private vehicles at a later time.
146,1993-01,142.8,7.9925,7.3,691.1345,7237.6,4340.7,8.6,2021-06,Ohio,0,4,4,Four adults were wounded at a music studio shortly before midnight.
146,1993-01,142.8,7.9925,7.3,691.1345,7237.6,4340.7,8.6,2022-02,Colorado,0,5,5,"Five people were shot in two related shootings in the same neighborhood. Four people were shot in the first shooting, and a fifth was shot in the other."
147,1993-02,143.1,7.6825,7.1,681.717894736842,7271.8,4355.3,8.9,2019-08,Illinois,1,3,4,A 17-year-old boy was killed and three adults were wounded after a large group was fired upon.
147,1993-02,143.1,7.6825,7.1,681.717894736842,7271.8,4355.3,8.9,2018-09,Florida,1,4,5,"Following a fight, a man was killed and four other people were injured by gunshots. Two people were arrested."
147,1993-02,143.1,7.6825,7.1,681.717894736842,7271.8,4355.3,8.9,2020-09,Connecticut,1,3,4,A woman was killed and three others injured in a housing complex parking lot shortly after midnight. A large crowd had gathered and someone opened fire.
147,1993-02,143.1,7.6825,7.1,681.717894736842,7271.8,4355.3,8.9,2021-06,Louisiana,1,3,4,A man was killed and three others wounded after four people exited a vehicle and opened fire on them. The victims were doing work in a parking lot behind a church.
147,1993-02,143.1,7.6825,7.1,681.717894736842,7271.8,4355.3,8.9,2022-02,Louisiana,1,4,5,"Five people were shot, one fatally, in the parking lot of a bar in the early morning."
148,1993-03,143.3,7.495,7.0,684.4908695652174,7249.2,4352.5,8.9,2019-08,New Mexico,3,4,7,Police responded to a party due to a shots fired call and found three dead and four wounded.
148,1993-03,143.3,7.495,7.0,684.4908695652174,7249.2,4352.5,8.9,2018-08,Alabama,0,6,6,"Six people, including a suspect, were wounded during a shooting at a bar."
148,1993-03,143.3,7.495,7.0,684.4908695652174,7249.2,4352.5,8.9,2020-09,New York,1,4,5,A woman was killed and four other people were injured in an early morning shooting at a street party.
148,1993-03,143.3,7.495,7.0,684.4908695652174,7249.2,4352.5,8.9,2021-05,Illinois,1,3,4,Responding police found four injured due to an evening shooting and one later died at the hospital.
148,1993-03,143.3,7.495,7.0,684.4908695652174,7249.2,4352.5,8.9,2022-02,Louisiana,1,3,4,Four people were shot in an early morning shooting outside a bar. One person was found dead by responding police.
149,1993-04,143.8,7.472,7.1,665.3295238095238,7286.8,4393.4,8.7,2019-08,Massachusetts,1,3,4,A man was killed and three were injured while attending a basketball tournament.
149,1993-04,143.8,7.472,7.1,665.3295238095238,7286.8,4393.4,8.7,2018-08,Tennessee,0,4,4,Four people were injured in a shooting.
149,1993-04,143.8,7.472,7.1,665.3295238095238,7286.8,4393.4,8.7,2020-09,New York,2,14,16,Rochester shooting: Two people were killed and 14 others were injured in Rochester at a backyard party on Pennsylvania Avenue.
149,1993-04,143.8,7.472,7.1,665.3295238095238,7286.8,4393.4,8.7,2021-05,Minnesota,0,4,4,A teen shot four people inside a vehicle at an intersection.
149,1993-04,143.8,7.472,7.1,665.3295238095238,7286.8,4393.4,8.7,2022-02,North Carolina,1,3,4,"Four people were shot behind a bar, one fatally, just after midnight."
150,1993-05,144.2,7.465,7.1,686.451,7276.3,4422.4,8.3,2019-08,Florida,2,3,5,"Two people were killed and three were injured, including a police officer, in a shooting. A suspect was apprehended."
150,1993-05,144.2,7.465,7.1,686.451,7276.3,4422.4,8.3,2018-07,Alabama,3,2,5,A man killed his wife and one of his children and wounded his other two children before setting the house on fire and killing himself in a murder–suicide.
150,1993-05,144.2,7.465,7.1,686.451,7276.3,4422.4,8.3,2020-09,Illinois,0,4,4,"Four people were wounded in West Pullman less than an hour after the shooting in West Englewood. Two sedans pulled up to a group outside and opened fire towards people on the sidewalk, home porch and inside the home."
150,1993-05,144.2,7.465,7.1,686.451,7276.3,4422.4,8.3,2021-04,Minnesota,0,4,4,Three men and a juvenile were wounded at a local gas station.
150,1993-05,144.2,7.465,7.1,686.451,7276.3,4422.4,8.3,2022-01,South Carolina,0,5,5,An argument led to a gunfight that injured five near midnight.
151,1993-06,144.3,7.4175,7.0,695.3827272727273,7262.9,4440.0,7.8,2019-08,Maryland,0,7,7,Seven people were wounded at a two-year-old's birthday party after a fight escalated.
151,1993-06,144.3,7.4175,7.0,695.3827272727273,7262.9,4440.0,7.8,2018-05,New York,0,4,4,Four people were injured in Brooklyn when they were shot at while standing outside.
151,1993-06,144.3,7.4175,7.0,695.3827272727273,7262.9,4440.0,7.8,2020-09,Illinois,0,4,4,Four men were wounded in West Englewood while standing outside when someone opened fire.
151,1993-06,144.3,7.4175,7.0,695.3827272727273,7262.9,4440.0,7.8,2021-03,South Carolina,1,4,5,A man was killed and four others wounded in an early morning drive by shooting at a Waffle House.
151,1993-06,144.3,7.4175,7.0,695.3827272727273,7262.9,4440.0,7.8,2022-03,Pennsylvania,2,2,4,"Police officers responding to a home robbery were fired upon by the suspect, who wounded two, and killed one. Officers returned fire and killed the suspect."
152,1993-07,144.5,7.206,6.9,703.395238095238,7281.2,4468.9,7.6,2019-08,Missouri,1,3,4,An eight-year-old girl was killed and three others were wounded in a shooting near Soldan High School.
152,1993-07,144.5,7.206,6.9,703.395238095238,7281.2,4468.9,7.6,2018-05,New York,0,4,4,Four people were injured in a shooting.
152,1993-07,144.5,7.206,6.9,703.395238095238,7281.2,4468.9,7.6,2020-09,New Jersey,0,4,4,Police officers responded to a shooting after a ShotShopper alert and found four people wounded.
