,date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings,Date,State,Dead,Injured,Total,Description
176,1995-07,152.6,7.6075,5.7,979.3635,7751.4,4970.2,7.1,2020-06,Colorado,0,4,4,Four people were wounded at a large house party after a fight broke out in the early morning.
176,1995-07,152.6,7.6075,5.7,979.3635,7751.4,4970.2,7.1,2021-09,Missouri,1,3,4,"A man was killed and three others wounded while at a vigil for another homicide victim, when a group of people opened fire from a black SUV."
176,1995-07,152.6,7.6075,5.7,979.3635,7751.4,4970.2,7.1,2022-03,Florida,2,2,4,"As a Broward County Transit bus traveled westward along Broward Boulevard to the Fort Lauderdale Police Department, a shooter opened fire inside, killing two, and wounding two others. The shooting caused the bus driver to hop the median and drive on the wrong side of the road as she drove frantically towards the police station, striking an SUV and taxi cab along the way, injuring three others. The shooter surrendered to responding police."
177,1995-08,152.9,7.86,5.7,1009.5860869565216,7756.6,5005.3,6.7,2019-06,Michigan,0,4,4,Four people were shot and injured after a dispute.
177,1995-08,152.9,7.86,5.7,1009.5860869565216,7756.6,5005.3,6.7,2018-06,Illinois,1,4,5,One person was killed and four others were injured after being shot at from a vehicle.
177,1995-08,152.9,7.86,5.7,1009.5860869565216,7756.6,5005.3,6.7,2020-06,Tennessee,0,4,4,Two people opened fire in an apartment and wounded three adults and a five-year-old child.
177,1995-08,152.9,7.86,5.7,1009.5860869565216,7756.6,5005.3,6.7,2021-09,South Carolina,1,7,7,After an argument escalated someone opened fire shortly after midnight killing one adult and wounding one adult and seven children.
177,1995-08,152.9,7.86,5.7,1009.5860869565216,7756.6,5005.3,6.7,2022-03,Illinois,0,4,4,"Four people were shot in a drive-by shooting in the West Garfield Park neighborhood, including a child."
178,1995-09,153.1,7.636,5.6,1051.0,7782.0,5020.5,6.8,2019-05,Texas,4,0,4,"A man killed his uncle, grandmother and mother before he set the house on fire and committed suicide in a triple murder–suicide."
178,1995-09,153.1,7.636,5.6,1051.0,7782.0,5020.5,6.8,2018-06,Tennessee,0,4,4,Four people were injured in a shooting.
178,1995-09,153.1,7.636,5.6,1051.0,7782.0,5020.5,6.8,2020-06,Maryland,0,4,4,Responding officers found a wounded man and three other wounded individuals transported themselves to the hospital.
178,1995-09,153.1,7.636,5.6,1051.0,7782.0,5020.5,6.8,2021-09,Florida,0,4,4,"During an argument one of the victims pulled out her gun and pointed it at the ground, after things calmed down she put it away and began to enter a car with her husband, and two children. The man she was arguing with opened fire once they got to the car, wounding her, her husband and two children."
178,1995-09,153.1,7.636,5.6,1051.0,7782.0,5020.5,6.8,2022-03,New Jersey,1,3,4,"A shooter opened fire on a group of men standing outside a market in northern Irvington during the late-night hours, killing one, and injuring three."
179,1995-10,153.5,7.475,5.5,1022.1372727272728,7790.9,5013.9,7.1,2019-05,Maryland,1,3,4,One person was killed and three were wounded after a large fight broke out following a funeral service.
179,1995-10,153.5,7.475,5.5,1022.1372727272728,7790.9,5013.9,7.1,2018-06,Pennsylvania,1,3,4,One person was killed and three were injured when their car was shot at from another car.
179,1995-10,153.5,7.475,5.5,1022.1372727272728,7790.9,5013.9,7.1,2020-06,Missouri,0,6,6,Six people were wounded in Swope Park where a large crowd had gathered to watch cars do burnouts and donuts.
179,1995-10,153.5,7.475,5.5,1022.1372727272728,7790.9,5013.9,7.1,2021-09,Texas,2,4,6,Two adults were killed and three others and a teenager wounded shortly after midnight when a man opened fire.
179,1995-10,153.5,7.475,5.5,1022.1372727272728,7790.9,5013.9,7.1,2022-03,Alabama,0,5,5,"As a car idled at an intersection, another car pulled up to it and someone inside opened fire, wounding five people inside."
180,1995-11,153.7,7.3775,5.6,1046.6366666666665,7812.3,5055.6,6.6,2019-05,New York,0,4,4,Four people were injured in a shooting during a candlelight vigil in Crown Heights.
180,1995-11,153.7,7.3775,5.6,1046.6366666666665,7812.3,5055.6,6.6,2018-06,California,1,3,4,One person was killed and three were wounded in a fight that progressed to a shooting outside of a liquor store.
180,1995-11,153.7,7.3775,5.6,1046.6366666666665,7812.3,5055.6,6.6,2020-06,Missouri,1,3,4,One woman was killed and three others injured in the Hamilton Heights neighborhood.
180,1995-11,153.7,7.3775,5.6,1046.6366666666665,7812.3,5055.6,6.6,2021-09,California,1,3,4,A man was killed and three others wounded in the early morning while outside a club.
180,1995-11,153.7,7.3775,5.6,1046.6366666666665,7812.3,5055.6,6.6,2022-03,Hawaii,1,3,4,"An attempted negotiation between a man and suspected thieves, who he thought stole a gun and cash from his car three days earlier, escalated into a gun battle after one of the suspects shot the man before the man returned fire and killed the suspect. As an employee of the man tried to render first-aid to the first suspect, a second suspect shot them before being shot themselves."
181,1995-12,153.9,7.2,5.6,1047.035,7823.0,5097.5,6.1,2019-04,Tennessee,1,3,4,One man was killed and three others were injured in an early morning shooting.
181,1995-12,153.9,7.2,5.6,1047.035,7823.0,5097.5,6.1,2018-06,Louisiana,0,4,4,Four people were wounded in a shooting.
181,1995-12,153.9,7.2,5.6,1047.035,7823.0,5097.5,6.1,2020-06,Georgia,1,6,7,Responding officers found a man dead and two wounded at an early morning birthday party. Four other wounded were identified at the hospital.
181,1995-12,153.9,7.2,5.6,1047.035,7823.0,5097.5,6.1,2021-09,Illinois,0,5,5,"Five people were wounded while sitting on a porch in Austin during the early morning, after two men exited a vehicle and opened fire."
181,1995-12,153.9,7.2,5.6,1047.035,7823.0,5097.5,6.1,2022-03,New Mexico,2,4,6,"A man shot three people, killing one, in the Glenwood Hills neighborhood. Responding police were attacked by the shooter, who injured two officers, before being shot and killed himself."
182,1996-01,154.7,7.03,5.6,1024.9454545454544,7833.7,5085.7,6.7,2019-04,Mississippi,0,4,4,Four people were discovered wounded in an overnight shooting.
182,1996-01,154.7,7.03,5.6,1024.9454545454544,7833.7,5085.7,6.7,2018-06,Illinois,0,4,4,Four people were wounded in a shooting.
182,1996-01,154.7,7.03,5.6,1024.9454545454544,7833.7,5085.7,6.7,2020-06,Louisiana,0,5,5,"Five people were wounded at a night club, and separate charges were filed against the club owner for operating during COVID-19 restrictions."
182,1996-01,154.7,7.03,5.6,1024.9454545454544,7833.7,5085.7,6.7,2021-09,New York,2,2,4,"Two people were killed and two injured after someone shot down an alley at a group standing outside, who were attending a party. The shooting occurred on the anniversary of a similar mass shooting in 2020."
182,1996-01,154.7,7.03,5.6,1024.9454545454544,7833.7,5085.7,6.7,2022-03,Pennsylvania,1,3,4,"A fight among a large group of teenagers at a park in southwest Reading led to gunfire, wounding three, and killing one. All of the victims were students of Governor Mifflin School District."
183,1996-02,155.0,7.075,5.5,1094.0165,7894.3,5132.8,6.7,2019-04,Illinois,1,7,8,One person was killed and seven others were injured in a shooting in the Lawndale community.
183,1996-02,155.0,7.075,5.5,1094.0165,7894.3,5132.8,6.7,2018-06,California,0,5,5,Five people were injured when someone drew a gun and began shooting during a fight.
183,1996-02,155.0,7.075,5.5,1094.0165,7894.3,5132.8,6.7,2020-05,Texas,0,4,4,"A woman and three men were wounded after a party with multiple motorcycle clubs, had a large fight in the parking lot with multiple shooters."
183,1996-02,155.0,7.075,5.5,1094.0165,7894.3,5132.8,6.7,2021-09,New York,1,3,4,"A man was killed and three others wounded at a BBQ at Claremont Park in the Bronx, after an argument escalated."
183,1996-02,155.0,7.075,5.5,1094.0165,7894.3,5132.8,6.7,2022-03,Illinois,0,7,7,"A car pulled up to a group of people outside a Little Caesars in South Chicago and someone in the vehicle opened fire, wounding seven people."
184,1996-03,155.5,7.624,5.5,1092.6471428571429,7919.9,5173.3,6.6,2019-04,Illinois,0,7,7,Seven people were wounded in a drive-by shooting near Douglass Park.
184,1996-03,155.5,7.624,5.5,1092.6471428571429,7919.9,5173.3,6.6,2018-06,Alabama,0,4,4,A man returned after an argument and wounded four people. He was later taken into custody.
184,1996-03,155.5,7.624,5.5,1092.6471428571429,7919.9,5173.3,6.6,2020-05,Arkansas,0,4,4,"A man was found wounded at the River Market district, with witnesses stating the shooter opened fire after pulling a gun from his fanny pack. Three children aged, seventeen, sixteen and twelve-years-old were also wounded."
184,1996-03,155.5,7.624,5.5,1092.6471428571429,7919.9,5173.3,6.6,2021-09,Illinois,2,2,4,Two people were killed and two wounded at a liquor store in the early morning.
184,1996-03,155.5,7.624,5.5,1092.6471428571429,7919.9,5173.3,6.6,2022-03,South Carolina,1,4,5,"An early morning shooting during a party being held at an apartment lead to the death of a woman, and injuries to four others, including two teenagers. The apartment complex is located just off the campus of the University of South Carolina, but no students were shot."
185,1996-04,156.1,7.925,5.6,1135.6280952380953,7872.3,5208.0,5.7,2019-04,Ohio,10,27,37,"2019 Dayton shooting: A gunman killed nine people and injured 27 outside of a bar after he was denied entry, before being killed by police."
185,1996-04,156.1,7.925,5.6,1135.6280952380953,7872.3,5208.0,5.7,2018-06,Illinois,2,3,5,Two people were killed and three people were injured in a shooting after a fight at a party.
185,1996-04,156.1,7.925,5.6,1135.6280952380953,7872.3,5208.0,5.7,2020-05,Maryland,1,3,4,"Two men were discovered wounded by responding officers, one of whom later died at the hospital. Two more wounded were identified after transporting themselves to the hospital."
185,1996-04,156.1,7.925,5.6,1135.6280952380953,7872.3,5208.0,5.7,2021-09,New York,0,4,4,Four people were shot outside a club in the East Flatbush area of Brooklyn after a dispute.
185,1996-04,156.1,7.925,5.6,1135.6280952380953,7872.3,5208.0,5.7,2022-03,New York,2,2,4,"In the early morning hours at a hookah bar, four people were shot—two fatally, in the Brown Square neighborhood."
186,1996-05,156.4,8.07,5.6,1220.5404545454544,7972.0,5223.8,6.7,2019-03,Texas,23,23,46,2019 El Paso shooting: 23 people were killed and 23 were injured at a Walmart near the Cielo Vista Mall in a Hispanophobic massacre. The perpetrator was taken into custody.
186,1996-05,156.4,8.07,5.6,1220.5404545454544,7972.0,5223.8,6.7,2018-06,Illinois,3,1,4,Three people were killed and a four-year-old child was wounded in a shooting.
186,1996-05,156.4,8.07,5.6,1220.5404545454544,7972.0,5223.8,6.7,2020-05,Florida,0,6,6,"Six people were wounded in an early morning shooting at a block party/protest that was organized by a man to protest ""inequitable narratives."""
186,1996-05,156.4,8.07,5.6,1220.5404545454544,7972.0,5223.8,6.7,2021-09,Louisiana,0,5,5,Five family members were injured after a gunman opened fire on their mobile home at night.
186,1996-05,156.4,8.07,5.6,1220.5404545454544,7972.0,5223.8,6.7,2022-12,Alabama,1,3,4,"Four people were shot, one fatally, in the evening hours in the central part of the city."
187,1996-06,156.7,8.32,5.3,1205.0755,8020.3,5229.8,7.1,2019-02,Maryland,3,1,4,"A man shot and killed his in-laws, and wounded an 11-year-old boy sitting in a relative's car before committing suicide."
187,1996-06,156.7,8.32,5.3,1205.0755,8020.3,5229.8,7.1,2018-06,North Carolina,0,4,4,Four people were injured in a shooting at a gas station.
187,1996-06,156.7,8.32,5.3,1205.0755,8020.3,5229.8,7.1,2020-03,Florida,0,4,4,Four men were wounded in a drive-by shooting shortly before midnight.
187,1996-06,156.7,8.32,5.3,1205.0755,8020.3,5229.8,7.1,2021-09,Georgia,0,4,4,Four people were wounded in the early morning at a night club. Two men were later arrested.
187,1996-06,156.7,8.32,5.3,1205.0755,8020.3,5229.8,7.1,2022-12,Maryland,3,1,4,Police responding to a shots fired call found a car in the middle of an intersection between the Gwynn Oak and Howard Park neighborhoods with four men shot inside. Three of the men were pronounced dead at a hospital.
188,1996-07,157.0,8.245,5.5,1105.6127272727272,7999.4,5251.9,6.7,2019-02,Virginia,2,3,5,"Two men were killed, and two women and a two-year-old were wounded at multiple crime scenes."
188,1996-07,157.0,8.245,5.5,1105.6127272727272,7999.4,5251.9,6.7,2018-06,New Jersey,1,22,23,Art All Night shooting: Multiple gunmen wounded 17 people at the Art All Night festival. Five others were wounded when they were trampled by people around them. One of the suspected gunmen was shot and killed by police. Police suspect the shooting was gang-related.
188,1996-07,157.0,8.245,5.5,1105.6127272727272,7999.4,5251.9,6.7,2020-03,Pennsylvania,0,6,6,Five men aged eighteen to twenty-six-years-old were found wounded in an east Germantown street shortly before midnight. A sixth man was found wounded in his apartment building from a stray bullet a half-block away.
188,1996-07,157.0,8.245,5.5,1105.6127272727272,7999.4,5251.9,6.7,2021-09,Maryland,0,4,4,Three teenagers and a boy were injured in a shooting.
188,1996-07,157.0,8.245,5.5,1105.6127272727272,7999.4,5251.9,6.7,2022-11,Ohio,1,3,4,"Four people were shot, including a security guard, shortly after midnight after a fight broke out at a bar. One of the victims died from their injuries."
189,1996-08,157.2,8.002,5.1,1134.245909090909,8019.8,5275.0,6.6,2019-07,Indiana,3,1,4,"Police responding to shots fired at a senior living complex discovered a wounded woman, and two males and a woman deceased. It is believed one of the deceased males was the shooter."
189,1996-08,157.2,8.002,5.1,1134.245909090909,8019.8,5275.0,6.6,2018-06,Georgia,1,3,4,A teenager was killed and three other people were injured in a drive-by shooting during a cookout. A 15-year-old was later charged with the killing.
189,1996-08,157.2,8.002,5.1,1134.245909090909,8019.8,5275.0,6.6,2020-03,Arkansas,0,4,4,"Two bystanders including a seventeen-year-old were wounded shortly before midnight at an apartment complex. Two additional wounded were discovered later by police, who stated the shooting occurred after the individuals they had met to purchase guns from, turned on them and opened fire."
189,1996-08,157.2,8.002,5.1,1134.245909090909,8019.8,5275.0,6.6,2021-09,Ohio,0,6,6,Six people were wounded after an incident at a liquor store escalated.
189,1996-08,157.2,8.002,5.1,1134.245909090909,8019.8,5275.0,6.6,2022-09,Colorado,1,3,4,Four people were shot at a Quality Inn hotel near the pool in the Peterson neighborhood. A teen boy was found dead by responding police.
190,1996-09,157.7,8.23,5.2,1186.442,8038.7,5296.6,6.7,2019-07,Mississippi,2,2,4,"At a Walmart store, a man killed two people then wounded a police officer before being shot by police and arrested."
190,1996-09,157.7,8.23,5.2,1186.442,8038.7,5296.6,6.7,2018-06,Illinois,0,4,4,A gunman walked up to and wounded four people standing on the street.
190,1996-09,157.7,8.23,5.2,1186.442,8038.7,5296.6,6.7,2020-03,Arkansas,1,3,4,"A nineteen-year-old was killed and two nineteen-year-old and an eighteen-year-old were injured, when a car pulled up alongside their vehicle and opened fire on I-530."
190,1996-09,157.7,8.23,5.2,1186.442,8038.7,5296.6,6.7,2021-09,Wisconsin,0,5,5,Five people were wounded in a shooting at a candlelight vigil near the intersection in Sherman Park. The vigil was held for a 16-year-old who was killed at the same intersection earlier that day.
190,1996-09,157.7,8.23,5.2,1186.442,8038.7,5296.6,6.7,2022-08,Florida,1,4,5,Five teenagers were shot by an attacker while they sat in a car in the Oceanway neighborhood. One of the teenagers died from their injuries.
191,1996-10,158.2,7.915,5.2,1234.0421739130434,8038.2,5328.5,6.4,2019-07,Oklahoma,0,4,4,"During an attempted home invasion, shots were fired and four people were wounded."
191,1996-10,158.2,7.915,5.2,1234.0421739130434,8038.2,5328.5,6.4,2018-06,Pennsylvania,0,4,4,Four people were injured in a shooting.
191,1996-10,158.2,7.915,5.2,1234.0421739130434,8038.2,5328.5,6.4,2020-02,Pennsylvania,2,2,4,Two seventeen-year-olds were killed and a seventeen and eighteen year old wounded in a shooting in Point Breeze.
191,1996-10,158.2,7.915,5.2,1234.0421739130434,8038.2,5328.5,6.4,2021-12,Minnesota,4,0,4,"An SUV with four deceased adults was found in a local cornfield in Wheeler, Wisconsin. It was discovered later that the four victims were shot in Saint Paul following an argument at a bar with the shooter. The perpetrator's father followed his son in a vehicle on the way to Wheeler and then gave his son a ride home after his son abandoned the SUV in the cornfield."
191,1996-10,158.2,7.915,5.2,1234.0421739130434,8038.2,5328.5,6.4,2022-08,Missouri,3,1,4,"Police officers responding to a disturbance at Northpark Mall were fired upon by a shooter, leaving two officers injured. The perpetrator then fled the scene westward where another shooting between officers and the shooter occurred, leaving another officer injured as well as the attacker. One of the officers, as well as the attacker, died at a hospital later the same day, while another officer died a few days later."
192,1996-11,158.7,7.618,5.4,1259.831,8060.2,5351.2,6.4,2019-07,Texas,3,1,4,"A man shot and killed his ex-girlfriends parents, and wounded her, before committing suicide in a murder–suicide."
192,1996-11,158.7,7.618,5.4,1259.831,8060.2,5351.2,6.4,2018-06,California,0,5,5,Five people were injured in a shooting that took place in a cemetery.
192,1996-11,158.7,7.618,5.4,1259.831,8060.2,5351.2,6.4,2020-02,Georgia,1,3,4,One man was killed and two other adults and a sixteen-year-old were wounded while playing cards in an early morning drive-by shooting.
192,1996-11,158.7,7.618,5.4,1259.831,8060.2,5351.2,6.4,2021-12,Texas,0,4,4,Four people were found wounded from a shooting.
192,1996-11,158.7,7.618,5.4,1259.831,8060.2,5351.2,6.4,2022-07,Tennessee,0,4,4,"Three people were shot in a car in northwest Knoxville, with a fourth person also being shot a short distance away."
193,1996-12,159.1,7.5975,5.4,1292.1509523809525,8087.7,5378.6,6.4,2019-07,Ohio,0,5,5,Five people were shot at a party at a home rented through Airbnb.
193,1996-12,159.1,7.5975,5.4,1292.1509523809525,8087.7,5378.6,6.4,2018-06,California,1,4,5,A fight turned into a shooting that resulted in a 15-year-old being killed and four other people being injured.
193,1996-12,159.1,7.5975,5.4,1292.1509523809525,8087.7,5378.6,6.4,2020-02,California,0,4,4,"Three teenagers, two fifteen-year-olds and a seventeen-year-old, and an adult were wounded in the Brookfield Village neighborhood in East Oakland. Police believe it to be a targeted shooting."
193,1996-12,159.1,7.5975,5.4,1292.1509523809525,8087.7,5378.6,6.4,2021-12,Michigan,2,4,6,Two women were killed and four others wounded in a drive-by shooting that targeted a family birthday party.
193,1996-12,159.1,7.5975,5.4,1292.1509523809525,8087.7,5378.6,6.4,2022-06,Kentucky,0,4,4,Four people who were dining inside a seafood restaurant in the Phoenix Hill neighborhood were shot in a drive-by shooting.
194,1997-01,159.4,7.824,5.3,1345.42,8110.8,5411.1,6.2,2019-07,Wisconsin,5,2,7,"A gunman shot six people, four fatally, before killing himself."
194,1997-01,159.4,7.824,5.3,1345.42,8110.8,5411.1,6.2,2018-06,New York,1,4,5,One person was killed and four were wounded in a drive-by shooting.
194,1997-01,159.4,7.824,5.3,1345.42,8110.8,5411.1,6.2,2020-08,Florida,0,4,4,"Police responding to a call of several people shot, found two adults and two teenagers aged thirteen and seventeen-years-old wounded in a townhouse complex."
194,1997-01,159.4,7.824,5.3,1345.42,8110.8,5411.1,6.2,2021-12,Illinois,2,2,4,"Three people were found wounded on the street by police, and a fourth victim was located after he fled to the hospital. Two of the victims perished at the hospital."
194,1997-01,159.4,7.824,5.3,1345.42,8110.8,5411.1,6.2,2022-06,Texas,0,4,4,Four people were shot in the Parkway and Cherry Point neighborhood in the early morning hours.
195,1997-02,159.7,7.65,5.2,1349.17,8133.4,5434.0,6.2,2019-07,California,4,17,21,"Gilroy Garlic Festival shooting: Sixteen people were shot, four fatally, including a gunman and two children, at the Gilroy Garlic Festival."
195,1997-02,159.7,7.65,5.2,1349.17,8133.4,5434.0,6.2,2018-06,Colorado,1,3,4,"A 13-year-old boy was killed, and his mother, 8-year-old brother, and a bystander were wounded in a road rage incident after the shooter followed them to the parking lot of a dentist's office. The shooter was arrested."
195,1997-02,159.7,7.65,5.2,1349.17,8133.4,5434.0,6.2,2020-08,Texas,2,2,4,"A nineteen and seventeen-year-old were killed and two other teenagers were wounded, when a vehicle pulled up to the car that they were in and opened fire. Officers believe at least one person in the vehicle was the intended target."
195,1997-02,159.7,7.65,5.2,1349.17,8133.4,5434.0,6.2,2021-11,Alabama,0,5,5,Five teenagers were wounded at a party at a local shopping center.
195,1997-02,159.7,7.65,5.2,1349.17,8133.4,5434.0,6.2,2022-06,Minnesota,1,3,4,"In the early morning hours, an argument at a home in the Whittier neighborhood escalated into a shooting that killed one, and injured three."
196,1997-03,159.8,7.8975,5.2,1282.8555,8172.1,5454.2,6.4,2019-07,Pennsylvania,0,4,4,Four people were wounded on two separate streets in connection with a large party.
196,1997-03,159.8,7.8975,5.2,1282.8555,8172.1,5454.2,6.4,2018-12,New York,0,4,4,Four people were injured in a shooting in the Bronx.
196,1997-03,159.8,7.8975,5.2,1282.8555,8172.1,5454.2,6.4,2020-08,Kentucky,0,7,7,Seven people were wounded at a community gathering at a local community center. Eyewitnesses were split on how the shooting occurred.
196,1997-03,159.8,7.8975,5.2,1282.8555,8172.1,5454.2,6.4,2021-11,Illinois,1,3,4,A man was killed and three others injured in South Side drive-by shooting.
196,1997-03,159.8,7.8975,5.2,1282.8555,8172.1,5454.2,6.4,2022-06,Pennsylvania,1,4,5,"A fight between a group of people spiraled into a shooting that injured five teenagers, one of whom died at a hospital."
197,1997-04,159.9,8.1425,5.1,1225.0036363636364,8178.2,5459.3,6.5,2019-07,Pennsylvania,1,5,6,One man was killed and five were injured by an unknown perpetrator as the victims were preparing to shoot a rap video.
197,1997-04,159.9,8.1425,5.1,1225.0036363636364,8178.2,5459.3,6.5,2018-11,Alabama,0,4,4,Four people were injured in a shooting after a verbal altercation. Three suspects were arrested.
197,1997-04,159.9,8.1425,5.1,1225.0036363636364,8178.2,5459.3,6.5,2020-08,New York,1,4,5,"Five people were wounded in an early morning shooting, with one later dying at a hospital."
197,1997-04,159.9,8.1425,5.1,1225.0036363636364,8178.2,5459.3,6.5,2021-11,Illinois,1,5,6,A woman was killed and four adults and a teenager wounded in a West Pullman drive-by while walking as a group.
197,1997-04,159.9,8.1425,5.1,1225.0036363636364,8178.2,5459.3,6.5,2022-06,Louisiana,0,4,4,A fight at a party being hosted at an OYO Rooms hotel led to four people being shot shortly after midnight.
198,1997-05,159.9,7.944,4.9,1352.5590476190475,8214.1,5460.2,6.8,2019-07,Illinois,0,4,4,One woman and three men were wounded in a drive-by shooting outside of a Lawndale gas station.
198,1997-05,159.9,7.944,4.9,1352.5590476190475,8214.1,5460.2,6.8,2018-11,Florida,5,1,6,"After barricading himself and his four children in a home for nearly 24 hours, a man shot and wounded a police officer before killing the four children and himself."
198,1997-05,159.9,7.944,4.9,1352.5590476190475,8214.1,5460.2,6.8,2020-08,Illinois,1,4,5,"Five people were shot, one fatally, at a restaurant in Morgan Park."
198,1997-05,159.9,7.944,4.9,1352.5590476190475,8214.1,5460.2,6.8,2021-11,New Jersey,0,4,4,Responding officers discovered two wounded from an early morning shooting. Two others arrived were identified at the hospital.
198,1997-05,159.9,7.944,4.9,1352.5590476190475,8214.1,5460.2,6.8,2022-06,South Carolina,2,3,5,"Half an hour after midnight a man shot five people, killing two. The perpetrator escaped the scene of the shooting, leading to a manhunt."
199,1997-06,160.2,7.69,5.0,1422.4528571428573,8240.5,5494.2,6.6,2019-07,"Washington, D.C.",0,4,4,Four people were shot and injured while standing outside of a bar/nightclub.
199,1997-06,160.2,7.69,5.0,1422.4528571428573,8240.5,5494.2,6.6,2018-10,Florida,1,5,6,One person was killed and five others were injured after a fight in a bar moved outside and a member of one of the groups began shooting.
199,1997-06,160.2,7.69,5.0,1422.4528571428573,8240.5,5494.2,6.6,2020-08,Kentucky,0,5,5,Four adults and a fourteen-year-old girl were injured at a block party when an unknown individual opened fire early in the morning.
199,1997-06,160.2,7.69,5.0,1422.4528571428573,8240.5,5494.2,6.6,2021-11,New York,0,4,4,Responding officers found four men wounded.
199,1997-06,160.2,7.69,5.0,1422.4528571428573,8240.5,5494.2,6.6,2022-05,Arizona,1,3,4,"A shooting injured three, including a teenager, and killed a man in eastern Glendale."
200,1997-07,160.4,7.4975,4.9,1531.1413636363636,8271.7,5548.8,6.1,2019-07,Kansas,1,3,4,One man was killed and three were injured after an altercation at an apartment complex. The suspect was later arrested.
200,1997-07,160.4,7.4975,4.9,1531.1413636363636,8271.7,5548.8,6.1,2018-10,California,0,6,6,Six people were injured by gunfire at a birthday party.
200,1997-07,160.4,7.4975,4.9,1531.1413636363636,8271.7,5548.8,6.1,2020-08,Illinois,0,4,4,A drive by shooting injured three adults standing outside early in the morning. An eight-year-old boy was injured when a bullet entered his bedroom through a wall.
200,1997-07,160.4,7.4975,4.9,1531.1413636363636,8271.7,5548.8,6.1,2021-10,Florida,0,4,4,"Deputies were called after a man got drunk and fired shots into the air. He then opened fire on the security guard and officers, before driving down the road, getting into a car accident and opening fire on those in the car. He wounded the security guards and three in the vehicle."
200,1997-07,160.4,7.4975,4.9,1531.1413636363636,8271.7,5548.8,6.1,2022-05,Georgia,0,4,4,"After a failed car chase to capture car thieves, the criminals crashed the car into the patrol car of another officer who hadn't participated in the earlier car chase. The occupants of the stolen car exited the vehicle and opened fire on the deputy, wounding him. The officer returned fire and wounded the two attackers. A bystander who was in an automotive shop nearby was struck in the leg by gunfire."
201,1997-08,160.8,7.48,4.8,1596.7419047619048,8314.6,5587.0,6.0,2019-07,New York,1,12,13,"Thirteen people were shot, one fatally, at a playground in Brownsville."
201,1997-08,160.8,7.48,4.8,1596.7419047619048,8314.6,5587.0,6.0,2018-10,Indiana,1,4,5,A 14-year-old boy was killed and four other people were wounded at a party. A 14-year-old boy was arrested in connection to the shooting.
201,1997-08,160.8,7.48,4.8,1596.7419047619048,8314.6,5587.0,6.0,2020-08,Nevada,2,2,4,"Shortly before midnight a group was walking down an alley toward a store, when they were approached by three men. One opened fire and killed two of the group and injured two others."
201,1997-08,160.8,7.48,4.8,1596.7419047619048,8314.6,5587.0,6.0,2021-09,Illinois,0,7,7,Six adults and a child were wounded in a drive-by shooting. The suspects attempted to flee the area but were hit by a MetroLink train.
201,1997-08,160.8,7.48,4.8,1596.7419047619048,8314.6,5587.0,6.0,2022-05,Georgia,0,4,4,"Four people were shot when someone in a car opened fire on another car on I-75, wounding three people inside. Another car, whose occupants were not the intended target, was also shot, and one person inside was injured. A fifth victim was also struck by gunfire but was not injured."
202,1997-09,161.2,7.43,4.9,1660.1490476190477,8336.4,5601.7,6.2,2019-07,North Carolina,3,1,4,"Officers responded to a call at a residence and discovered three deceased victims, and one wounded male, resulting from a double murder–suicide."
202,1997-09,161.2,7.43,4.9,1660.1490476190477,8336.4,5601.7,6.2,2018-10,Illinois,0,7,7,"Seven people were injured after gunfire broke out at a party. Several men arrived at the home and began to shoot, and an attendee at the party shot back. The police believe the incident was gang-related."
202,1997-09,161.2,7.43,4.9,1660.1490476190477,8336.4,5601.7,6.2,2020-08,Illinois,1,5,6,A man was killed and five others injured in an early morning shooting near a local pub.
202,1997-09,161.2,7.43,4.9,1660.1490476190477,8336.4,5601.7,6.2,2021-09,Alabama,1,3,4,Responding officers found one child deceased and two adults and another child injured.
202,1997-09,161.2,7.43,4.9,1660.1490476190477,8336.4,5601.7,6.2,2022-03,Nevada,1,6,7,"A dispute between neighbors led to a shooting that injured seven, one fatally, near the Las Vegas Strip."
203,1997-10,161.5,7.294,4.7,1682.2747826086957,8377.6,5637.7,6.2,2019-07,California,4,2,6,"A man killed four people, including his father and brother, and wounded two more at a total of four different crime scenes across the San Fernando Valley. Two of the wounded later died, bringing the death toll to 4 people."
203,1997-10,161.5,7.294,4.7,1682.2747826086957,8377.6,5637.7,6.2,2018-10,Illinois,2,2,4,Two people were killed and two others were wounded after a shooting at a birthday party. The suspect was later taken into custody.
203,1997-10,161.5,7.294,4.7,1682.2747826086957,8377.6,5637.7,6.2,2020-08,Texas,0,5,5,Four adults and a fifteen-year-old boy were wounded in a late night shooting in the Deep Ellum district.
203,1997-10,161.5,7.294,4.7,1682.2747826086957,8377.6,5637.7,6.2,2021-08,Missouri,0,4,4,Four people were wounded after two men got into an argument after one was seen arguing and pistol whipping a woman.
203,1997-10,161.5,7.294,4.7,1682.2747826086957,8377.6,5637.7,6.2,2022-02,Maryland,1,3,4,Four men were shot in the Walbrook neighborhood. One of the victims was found dead in an alleyway by responding police.
204,1997-11,161.7,7.205,4.6,1600.9747368421051,8431.8,5661.1,6.4,2019-07,Florida,2,2,4,Two men were killed and two others were wounded after an argument between a group escalated into a shooting.
204,1997-11,161.7,7.205,4.6,1600.9747368421051,8431.8,5661.1,6.4,2018-10,Illinois,1,5,6,One person was killed and five others were injured in a drive-by shooting.
